eid,doi,title,year,source,issn,volume,issue,pageRange,doctype,first_author,author_names,author_ids,affilname,affiliation_country,citedby_count,openaccess,authkeywords
2-s2.0-105025372668,10.1016/j.enbuild.2025.116861,"Optimizing building energy efficiency through microalgae façades: impact of cell density, biomass, and panel thickness on solar heat gain and light transmittance",2026,Energy and Buildings,03787788,353,,,Article,Sangdeh P.K.,,,The University of North Carolina at Charlotte,United States,1,1,
2-s2.0-105030716921,10.36922/JCAU025120026,Energy savings from the shading performance of devices in highly glazed multi-story office buildings in the tropical climates of China and India,2026,Journal of Chinese Architecture and Urbanism,,8,1,,Article,Chandrasekaran C.,,,Vellore Institute of Technology,India,2,1,
2-s2.0-105026234652,10.1002/smll.202512061,Carbon Nanotube Artificial Muscles Multistimuli Actuation Mechanisms and Emerging Applications,2026,Small,16136810,22,8,,Review,Kim C.,,,University of Oxford;SKKU Advanced Institute of Nano Technology,United Kingdom;South Korea,2,0,
2-s2.0-105030437657,10.1117/12.3098842,Iterative digital elevation model optimization via ray tracing and multiscale dynamic shape-from-shading reconstruction,2026,Proceedings of SPIE the International Society for Optical Engineering,0277786X,14057,,,Conference Paper,Zhang Z.,,,University of Chinese Academy of Sciences;Technology and Engineering Center for Space Utilization,China;China,0,0,
2-s2.0-105030025564,10.3390/app16031574,Sustainable Urban Planning for High-Rise Residential Complexes Using an Adaptive Facade System,2026,Applied Sciences Switzerland,,16,3,,Article,Choi H.S.,,,Gachon University,South Korea,0,1,
2-s2.0-105031363848,10.3390/buildings16040798,Evaluation of the Annual Power Generation Characteristics and Energy Efficiency of Sun-Tracking Photovoltaic Windows in the Hangzhou Area,2026,Buildings,,16,4,,Article,Yang X.,,,Zhejiang Agriculture and Forestry University,China,0,1,
2-s2.0-105031493650,10.3390/buildings16040861,A Conceptual Framework for Pollution-Resilient Aluminium Façades: Introducing the Pollution Degradation Modifier (PDM),2026,Buildings,,16,4,,Article,Naqash M.T.,,,Islamic University of Madinah,Saudi Arabia,0,1,
2-s2.0-105031454334,10.3390/machines14020210,Control Method and Simulation of Reconfigurable Façade Cable-Driven Parallel Robots Based on Heuristic Local Rules,2026,Machines,,14,2,,Article,Li Y.,,,Shanghai University of Engineering Science,China,0,1,
2-s2.0-105031427646,10.3390/buildings16040771,From Biomimicry to Climate-Responsive Architecture: Prioritizing Bio-Based and Bio-Inspired Strategies for Sustainable Buildings in Tropical Monsoon Climates,2026,Buildings,,16,4,,Article,Quoc Toan N.,,,Hanoi University of Civil Engineering,Viet Nam,0,1,
2-s2.0-105022659001,10.1016/j.buildenv.2025.114018,Comprehensive review on the impact of building envelopes on indoor thermal comfort in office buildings: Balancing occupant comfort and energy efficiency,2026,Building and Environment,03601323,289,,,Review,Hong D.,,,Ltd.,China,10,0,
2-s2.0-105023821177,10.1016/j.enbuild.2025.116801,Learning personalized visual comfort: A data-driven adaptive shading control framework using artificial intelligence,2026,Energy and Buildings,03787788,352,,,Article,Hao L.,,,Tongji University,China,0,2,
2-s2.0-105031380734,10.3390/su18041860,Envelope Retrofitting by Building-Integrated Agricultural Greenhouses: A Multi-Objective Form Optimisation Procedure,2026,Sustainability Switzerland,,18,4,,Article,Labrozzi E.,,,Politecnico di Milano,Italy,0,1,
2-s2.0-105024887111,10.1016/j.buildenv.2025.114051,Mitigation effects of building facade buffer zones on wind-driven rain: Insights from field measurements,2026,Building and Environment,03601323,289,,,Article,Huang S.,,,South China University of Technology,China,1,0,
2-s2.0-105031432796,10.3390/w18040463,Integrated Passive Cooling Techniques for Energy-Efficient Greenhouses in Hot–Arid Environments: Evidence from a Systematic Review,2026,Water Switzerland,,18,4,,Review,Benzzine H.,,,Université Ibn Tofail,Morocco,0,1,
2-s2.0-105027156887,10.1016/j.jobe.2026.115230,Optimizing bio-based phase change materials in operable façade cavities to enhance cooling energy efficiency,2026,Journal of Building Engineering,,119,,,Article,Aalami N.,,,University of Tehran;RMIT University,Iran;Australia,2,1,
2-s2.0-105029539559,10.1007/s40435-025-01990-2,Advanced control strategy for energy optimization in microgrids using intelligent algorithms: gray wolf optimizer and ANFIS,2026,International Journal of Dynamics and Control,2195268X,14,2,,Article,Lachheb A.,,,"University of Carthage, Ecole Nationale d'Ingenieurs de Carthage",Tunisia,0,0,
2-s2.0-105021344387,10.1016/j.jvscit.2025.102015,Laser fenestration and shape memory polymer embolization of type II endoleaks,2026,Journal of Vascular Surgery Cases Innovations and Techniques,,12,1,,Article,Kedwai B.J.,,,Harvard Medical School,United States,0,1,
2-s2.0-105030680123,10.1051/e3sconf/202668904010,Dynamic Thermal Adaptive Façades: A Comparative Review of Existing Taxonomies,2026,E3s Web of Conferences,25550403,689,,,Conference Paper,Teixeira J.,,,Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa,Portugal,0,1,
2-s2.0-105023149306,10.1016/j.enbuild.2025.116753,Movement optimization of a movable façade using bimetal as actuators for enhanced indoor airflow,2026,Energy and Buildings,03787788,351,,,Article,Aalami N.,,,University of Tehran;RMIT University,Iran;Australia,1,0,
2-s2.0-105010091312,10.1016/j.eswa.2025.128869,3D-PV: Enhancing PV power prediction by modeling spatial uncertainty under dynamic shading conditions,2026,Expert Systems with Applications,09574174,296,,,Article,Li F.,,,University of Liverpool;Xi'an Jiaotong-Liverpool University,United Kingdom;China,1,0,
2-s2.0-105026119541,10.1016/j.energy.2025.139802,Energy assessment of PCM/T system integrated with interior shading cells in building glass facades,2026,Energy,03605442,343,,,Article,Soliman A.S.,,,Shanghai University;Faculty of Engineering,China;Egypt,2,0,
2-s2.0-105033382870,10.37868/hsd.v8i1.1973,Effects of building façade architectural design elements on thermal comfort and energy efficiency,2026,Heritage and Sustainable Development,,8,1,285-298,Article,Meften H.S.,,,Mustansiriyah University,Iraq,0,1,
2-s2.0-105021992137,10.1016/j.enbuild.2025.116685,Predicting energy usage in fixed-area office buildings: A comprehensive ANN-based study with electrochromic glazing,2026,Energy and Buildings,03787788,351,,,Article,Nguyen V.T.,,,Van Lang University,Viet Nam,0,0,
2-s2.0-105021472577,10.1016/j.buildenv.2025.113948,Evaluating permeable pavements' impact on the thermal environment in street canyons through outdoor experiments under hot and humid background climate,2026,Building and Environment,03601323,288,,,Article,Zhao J.,,,Zhejiang University;College of Civil Engineering and Architecture Zhejiang University;International Research Center for Green Building and Low-Carbon City,China;China;China,3,0,
2-s2.0-105022661726,10.1016/j.buildenv.2025.114040,Assessing cooling–lighting trade-offs in a low-income Jordanian housing archetype under climate change and heat waves,2026,Building and Environment,03601323,288,,,Article,Albadaineh R.,,,King Fahd University of Petroleum and Minerals,Saudi Arabia,0,0,
2-s2.0-105022288003,10.1016/j.buildenv.2025.113983,Effects of building shading on outdoor adaptive thermal comfort and the development of predictive models,2026,Building and Environment,03601323,288,,,Article,Zhou Z.,,,Guangzhou University,China,0,0,
2-s2.0-105021081103,10.1016/j.applthermaleng.2025.128924,Thermal performance and climate applicability analysis of multiple building envelopes,2026,Applied Thermal Engineering,13594311,283,,,Article,Yao Q.,,,Department of Architecture,China,2,0,
2-s2.0-105019973828,10.1016/j.solmat.2025.114000,A bioinspired approach for adaptive solid-solid phase change material coatings with optimized surface features for passive thermal regulation,2026,Solar Energy Materials and Solar Cells,09270248,295,,,Article,Bousselham R.,,,School of Engineering,United States,0,1,
2-s2.0-105015075076,10.1002/adma.202511392,Smart Skin for Zero Energy Buildings: A Review of Thermoresponsive Spectral-Adaptive Envelopes,2026,Advanced Materials,09359648,38,3,,Review,Liu S.,,,Southeast University,China,15,0,
2-s2.0-105035769971,10.1080/17452007.2026.2658645,"Responsive building façades: a systematic review of technologies, challenges, and future directions",2026,Architectural Engineering and Design Management,17452007,,,,Review,Usman U.,,,King Fahd University of Petroleum and Minerals,Saudi Arabia,0,0,
2-s2.0-105027260676,10.1007/s43995-025-00272-4,Harnessing wind energy through responsive kinetic façades for sustainable building design,2026,Journal of Umm Al Qura University for Engineering and Architecture,,,,,Article,Massoud P.,,,Faculty of Energy & Environmental Engineering,Egypt,0,1,
2-s2.0-105038570681,10.1007/978-3-032-10546-2_99,Advancing Simulation Tools: Adaptive Façades for Building Decarbonization,2026,Lecture Notes in Civil Engineering,23662557,788 LNCE,,1051-1061,Conference Paper,André B.,,,The Royal Institute of Technology (KTH),Sweden,0,0,
2-s2.0-105038479955,10.1007/978-3-032-10546-2_136,"Curved-Folding Biomimicry-Inspired Kinetic Facades: Integrating Composite Materials for Energy-Efficient, Motorless Adaptive Building Envelope",2026,Lecture Notes in Civil Engineering,23662557,788 LNCE,,1432-1441,Conference Paper,Altaweel M.,,,University of Kansas,United States,0,0,
2-s2.0-105035744454,10.1007/978-981-95-1826-5_17,Dynamic Shading Device with Phase Change Materials: Optimized Performance for Resilient and Sustainable Building Stock,2026,Lecture Notes in Civil Engineering,23662557,744 LNCE,,151-158,Conference Paper,Gonçalves M.,,,Universidade de Aveiro,Portugal,0,0,
2-s2.0-105009429618,10.1080/14733315.2025.2524918,Performance optimization of an office building with a dynamic façade system,2026,International Journal of Ventilation,14733315,25,1,31-43,Article,Wang Z.,,,Technische Universiteit Eindhoven,Netherlands,0,1,
2-s2.0-105037803012,10.1109/SoutheastCon63549.2026.11476704,Intelligent Facades: An IIoT and Digital Twin Framework for Occupancy-Aware Kinetic Envelope Control,2026,Conference Proceedings IEEE SOUTHEASTCON,10910050,,,,Conference Paper,Salamaga D.,,,Kennesaw State University,United States,0,0,
2-s2.0-105033982139,10.3389/fbuil.2026.1788657,Multi-criteria performance assessment of an adaptive kinetic photovoltaic shading system,2026,Frontiers in Built Environment,,12,,,Article,Ghidini A.C.,,,Universität Stuttgart,Germany,0,1,
2-s2.0-105028162151,10.1051/epjpv/2025026,Vehicle integrated photovoltaics module architecture optimization under dynamic shading,2026,EPJ Photovoltaics,,17,,,Article,Moruno R.,,,Universidad Politécnica de Madrid,Spain,0,1,
2-s2.0-105029808836,10.3389/fbuil.2025.1753356,Adaptive high-performance and multifunctional façade systems,2026,Frontiers in Built Environment,,11,,,Article,Matheou M.,,,Universität Stuttgart,Germany,0,1,
2-s2.0-105038361506,10.63044/w26xio184,Environmentally Responsive Shading Structures with Sensor-Based Prefabricated Mechanical Systems,2026,ASHRAE Transactions,00012505,132,1,1444-1451,Conference Paper,Xiong C.,,,Harvard Graduate School of Design,United States,0,0,
2-s2.0-105035721791,10.1007/978-981-95-1826-5_41,Dynamic Ventilated Façades for Lightweight Buildings: A Strategy for Mitigating Overheating,2026,Lecture Notes in Civil Engineering,23662557,744 LNCE,,385-393,Conference Paper,Langner M.,,,Universidade de Aveiro,Portugal,0,0,
2-s2.0-105039709363,10.1155/ina/9959278,"Deep Reinforcement Learning–Based Multiobjective Control of Hybrid Building Envelopes: Integrating Adaptive Façades, Passive Radiative Cooling, and Indoor Air Quality Management Across Iranian Climates",2026,Indoor Air,09056947,2026,1,,Article,Maroofiazar R.,,,University of Maragheh,Iran,0,1,
2-s2.0-105034853758,10.1007/978-3-032-00461-1_15,Emerging Applications of Conducting Polymer in Modern Architecture,2026,Springer Series on Polymer and Composite Materials,23641878,Part F1608,,323-339,Book Chapter,Gul H.,,,National Institute of Technology Patna,India,0,0,
2-s2.0-105018669060,10.1016/j.buildenv.2025.113861,Energy performance and optimal design of three typical dynamic photovoltaic façade systems for office buildings in hot-summer- cold-winter climate zone,2026,Building and Environment,03601323,287,,,Article,Chen X.,,,Qingdao University of Technology,China,3,0,
2-s2.0-105028619059,10.3390/buildings16020366,Assessment and Numerical Modeling of the Thermophysical Efficiency of Newly Developed Adaptive Building Envelopes Under Variable Climatic Impacts,2026,Buildings,,16,2,,Article,Zhangabay N.,,,M. Auezov South Kazakhstan University,Kazakhstan,2,1,
2-s2.0-105033272638,10.3389/fbuil.2026.1756470,Deformability of perforated bending-active façade plates,2026,Frontiers in Built Environment,,12,,,Article,Sergidis C.,,,University of Cyprus,Cyprus,0,1,
2-s2.0-105033682453,10.53898/JOSSE2025548,A Systematic Review of Kinetic Architecture as a Strategy for Improving Thermal Comfort in Office Buildings in Hot-Dry Climates,2026,Journal of Studies in Science and Engineering,,5,2,344-365,Article,Amin F.B.M.,,,Tishk International University,Iraq,0,1,
2-s2.0-105020666081,10.1007/978-3-032-03769-5_17,Enhancing Customer Perceptions and Satisfaction Towards AI Driven Windows Facade Market in South India,2026,Lecture Notes in Networks and Systems,23673370,1603 LNNS,,209-228,Conference Paper,Rajaprabakaran K.,,,Bharath Institute of Higher Education and Research,India,0,0,
2-s2.0-105031866483,10.1007/s40974-026-00405-y,A data-driven multi-objective optimization to tailor the impact of orientation on cooling loads of residential building in hot climate,2026,Energy Ecology and Environment,23637692,,,,Article,Waly N.M.,,,Egypt-Japan University of Science and Technology,Egypt,0,1,
2-s2.0-105031576063,10.1080/13467581.2026.2633017,Integrated two-stage optimization of façade adaptation and renewable systems for indoor comfort in NZEBs,2026,Journal of Asian Architecture and Building Engineering,13467581,,,,Article,Esfehankalateh A.T.,,,Ewha Womans University,South Korea,0,1,
2-s2.0-105034796236,10.1007/s00707-026-04664-y,Dynamic behavior of graphene-origami-based meta-auxetic doublet nanobeam with memory-dependent effect,2026,Acta Mechanica,00015970,,,,Article,Selvamani R.,,,Karunya Institute of Technology and Sciences,India,0,1,
2-s2.0-105028227685,10.1126/scirobotics.ady7233,Architectural swarms for responsive façades and creative expression,2026,Science Robotics,,11,110,,Article,Alhafnawi M.,,,School of Engineering and Applied Science,United States,0,0,
